15:07:39,so I'll be speaking in English,person 1
15:07:56,I want to see if my transformed to the windows is working,person 1
15:08:02,stop,person 1
19:12:36,hello,person 1
19:12:44,stop,person 1
19:26:12,a b a b a b c e f,person 1
19:27:43,a b a b c e f,person 1
19:27:58,hey,person 1
19:29:32,AB ABC,person 1
19:29:50,a b a b a b c a,person 1
19:31:59,hello,person 1
19:32:29,this is a test,person 1
19:33:49,stop,person 1
19:35:37,ABC ABC 88 I,person 1
19:36:00,hello this is a test,person 1
19:41:00,hello this is a test,person 1
19:44:18,hello this is a test,person 1
19:45:06,stop,person 1
19:45:37,hello this is a test,person 1
19:46:52,hello this is a test,person 1
19:48:18,hello this is a test equipment hello this is a test,person 1
19:49:49,this is another test,person 1
19:56:21,hello this is a test in English,person 1
19:58:34,hello this is a test,person 1
19:59:24,this is a test,person 1
20:00:24,this is a test,person 1
20:01:38,hello this is a test,person 1
20:02:16,hello this is a test,person 1
20:05:41,hello this is a test,person 1
20:36:49,OK Google this is a test now the microphone is working,person 1
21:41:10,hello,person 1
21:41:47,stop,person 1
21:42:12,stop,person 1
21:58:49,hello this is a test to see if I'm displaying the photos correctly,person 1
21:59:59,this is a test,person 1
22:07:08,America,person 1
22:07:25,this is America,person 1
22:09:47,this is a test,person 1
22:13:07,this is a test this is not working correctly,person 1
22:13:37,okay now it says what the person said but it doesn't display the images or the full extent of the text,person 1
22:14:47,hello this is a test,person 1
22:15:31,hello this is a test,person 1
22:16:02,okay now it's displaying the photos but not in the order I want it to,person 1
22:16:18,stop,person 1
22:22:34,hello this is a test,person 1
22:29:14,hello,person 1
22:29:50,this is a test,person 1
22:36:25,hello this is August,person 1
22:37:00,okay this is better but it still doesn't display images,person 1
22:38:18,next images,person 1
22:40:46,hello this is a test,person 1
22:42:09,hello this is a test,person 1
22:44:12,hello this is a test,person 1
22:45:06,change the first,person 1
22:47:30,hello this is person to speaking on the final testing,person 2
22:54:03,I think I'm done with the project project I think this project is over,person 2
22:57:11,hello this is a test of my project and this will be the final testing,person 1
22:59:19,show the closing window seems to be working fine,person 1
23:01:39,stop stop,person 1
23:03:58,sweet sweet sweet stop,person 1
23:05:02,stop,person 1
19:54:05,hello this is,person 1
19:55:29,this is my this is my final test,person 1
19:58:25,no this is not the case and it could have been faster if I did it any other way,person 1
20:01:35,idiot idiot get disease,person 1
20:02:25,again I want to go there next time,person 1
20:04:47,change,person 1
20:08:55,this is person to speaking this is a test before the drop off hello,person 2 
20:11:04,stop,person 2 
16:48:04,hello,person 1
16:48:25,this is a test of ASL language,person 1
16:51:07,stop,person 1
17:54:36,hello this is a test and my name is Kostas it's Tuesday today and the weather is really crappy,person 1
17:55:40,my tummy hurts so I'm taking medicine,person 1
17:56:17,I'm going to stop this test now,person 1
17:56:55,stop,person 1
18:02:58,this is a test of testing English and saying if it's going to be simplified,person 1
18:04:22,so far it seems to be working properly but the simplification is not up to my expectations,person 1
18:07:54,what,person 1
14:03:46,hello this is a test of the training my model I want to see if it's working properly or if it's outputs any errors,person 1
14:05:21,today the weather is really bad and the function I'm going to it's getting canceled for the reason,person 1
14:06:20,the quick brown fox jumps over the lazy dog,person 1
14:07:07,I have a big black car which is running very low on fuel and tomorrow,person 1
14:08:32,that's good,person 1
14:09:48,remind me tomorrow morning the weather today is perfect for a walk in the park,person 1
14:13:03,the weather today is perfect for a walk in the park,person 1
14:13:47,French control over the area ending in within conclusion of the French and Indian War,person 1
14:15:47,working for phrases into my data set it's not working for regular phrases used everyday,person 1
14:19:04,many buildings were destroyed or severely damaged on the island with 1000 left homeless just weeks after Hurricane Baker how to cause serious damage there at,person 1
14:21:59,what store is a city in Shelby County Illinois United States,person 1
14:23:42,text Sarah Illinois,person 1
14:24:39,that's okay that's okay I understand your fears you will have to overcome them one day that's funny,person 1
14:25:43,in September Oriole escaped and was rescued by an American ship,person 1
14:26:52,fairy color,person 1
14:30:45,does heater cycle is a Japanese football left right back soccer and rear right back Defender,person 1
16:27:27,right now it's listening to my English so it will understand it and then translate it to ACL language,person 1
16:31:08,of course it's working properly also if you want to stop the program you just say stop one time it is not work when you say stop between sentences and in this place a text that I asked you if you want to terminate the process and also I keep data set of everything that the person said and you can switch between persons you can say Suites not between sentences so it doesn't speak now and I did this because I wanted to have another seat with different persons on the idea in the first in the early days was that I could have another training model with the place and the voice of three and when you are speaking it can contact us who's talking let's say,person 1
13:17:46,hello this is a test of the BART model and I'm going to see if it will have any effect on my tax simplification also the weather is pretty clear outside but it seems it's going,person 1
13:19:00,his sentence was transportation to Australia for 7 years,person 1
13:19:46,Salam is a city in Essex County Massachusetts United States,person 1
13:32:12,together they formed,person 1
13:32:41,a new music monster group Committed to an contemporary music,person 1
13:35:16,Mariah immediately responded publicly that reports of riots were Falls,person 1
13:36:56,it is the second oldest Stock Exchange in the South Asia,person 1
13:37:36,she's coming to Survivor to test if she can manage,person 1
13:40:31,she was born and raised in New Jersey when she finished his studies and music industry she returned to Greece she's a music writer and the singer she's married and he has a son who is 2 1/2 years old and he's waiting for his second child soon when she was born she retired as a singer and she devoted himself to his family,person 1
13:41:59,stop stop,person 1
13:43:28,stop,person 1
22:27:06,hello this is a test of using the type instead of writing in the translation bot,person 1
22:27:54,switch,person 1
22:28:59,"hello person 2 is a speaking english , greek , romanian , russian , italian and albanian to summarize he is billingual",person 2
22:29:58,winchester is a city in scott county illinois united states.,person 2
22:30:55,out of participants in the national casting she was chosen among the candidates to appear on the tv show.,person 2
02:08:53,this is a test of the csv,this is a test of the csv,person 1
02:09:27,it seems to be working fine,it seems to be working fine,person 1
02:09:52,stop,stopstopstop stopstop stop stop stopstop,person 1
12:19:59,hello this is kostas this will be a testing input for english on my text to asl translator with the text simplification of the model bart,hello this is kostas this will be a testing input for english on my text to asl translator with the text simplification of the model bart.,person 1
11:26:17,hello this is a test in the profesors office to see if the programm is working,hello this is a test to see if the programm is working.,person 1
11:27:52,your screen is still sharing in my computer,your screen is still sharing in my computer,person 1
11:31:35,today is a very sunny day and its very hot and humid.,today is a very sunny day and its very hot and humid.,person 1
11:32:16,stop,stopstopstop stopstop stop stop stopstop,person 1
11:37:02,hello this is a test,hello this is a test,person 1
11:41:58,today is a nice warm day the sun is shining and the birds are chirping.,today is a nice warm day the sun is shining and the birds are chirping.,person 1
11:42:43,switch,switch lrb o o rrb ,person 1
11:43:40,this is person 5 im not feeling very well i must be sick.,this is person 5 im not feeling very well i must be sick.,person 5
11:44:25,,in the united states the president of the united kingdom is a member of the house of representatives.,person 5
11:45:20,stop,stopstopstop stopstop stop stop stopstop,person 5
11:47:51,hello this is a test today is a sunny day,hello today is a sunny day.,person 1
11:48:47,if it's translates to the correct words,if it translates to the correct words,person 1
11:49:27,open up your little brother lost children,open up your little brother lost children,person 1
11:49:53,stop,stopstopstop stopstop stop stop stopstop,person 1
23:00:28,"hello this is a test, the neighbor's car is making a lot of noise and its annoying, also today is my 20th anniversary","hello this is a test, the neighbor's car is making a lot of noise and its annoying,.",person 1
23:01:43,stop,stopstopstop stopstop stop stop stopstop,person 1
23:40:54,"hello this is one of the final tests, i actually understand how github works now and im kind of happy. Furthermore i understand the venv and how to install packages in bulk creating a requirments.txt for other to install easier.","hello this is one of the final tests, i actually understand how github works now and im kind of happy.",person 1
23:42:07,stop,stopstopstop stopstop stop stop stopstop,person 1
02:09:40,hello thhis is a test to see if the tensorflow lib is being used,hello thhis is a test to see if the tensorflow lib is being used.,person 1
19:02:35,hello this is a test of bart large with a pretrained model from huggingface,"hello this is a test of bart large with a pretrained model from huggingface. hello this is an experiment in how well a model can look like a real person. Hello, this is the test of a real model from hugface. Hello. This is a testing of a model from Huggingface.",person 1
19:05:06,hello this is a test again to test the tokenization works correctly and im not getting all the outputs combined in one sentence,"hello this is a test again to test the tokenization works correctly and im not getting all the outputs combined in one sentence. Hello this is also a test to test that the tokenisation works correctly. Hello, this is an example of how to use the new tokenization feature in your app.",person 1
